2025-05-05T20:35:20.2131395+02:00,1,0,00:00
2025-05-05T20:44:45.0018983+02:00,79,1,00:27
2025-05-07T10:23:13.6829150+02:00,37,0,00:13
2025-05-07T10:25:23.7805324+02:00,10,0,00:05
2025-05-11T18:37:49.1740375+02:00,204,1,01:00
